translation,Surah,Juz
[موسى‌] گفت: «پروردگارا به پاس نعمتى كه بر من ارزانى داشتى هرگز پشتيبان مجرمان نخواهم بود.»,17,20
فرزندانى كه بعضى از آنان از [نسل‌] بعضى ديگرند، و خداوند شنواى داناست.,34,3
صبحگاهان در شهر، بيمناك و در انتظار [حادثه‌اى‌] بود. ناگاه همان كسى كه ديروز از وى يارى خواسته بود [باز] با فرياد از او يارى خواست. موسى به او گفت: «به راستى كه تو آشكارا گمراهى.»,18,20
و چون خواست به سوى آنكه دشمن هر دوشان بود حمله آورد، گفت: «اى موسى، آيا مى‌خواهى مرا بكشى چنانكه ديروز شخصى را كشتى؟ تو مى‌خواهى در اين سرزمين فقط زورگو باشى، و نمى‌خواهى از اصلاحگران باشى.»,19,20
و از دورافتاده‌ترين [نقطه‌] شهر، مردى دوان دوان آمد [و] گفت: «اى موسى، سران قوم در باره تو مشورت مى‌كنند تا تو را بكشند. پس [از شهر] خارج شو. من جداً از خيرخواهان توام.»,20,20
موسى ترسان و نگران از آنجا بيرون رفت [در حالى كه مى‌]گفت: «پروردگارا، مرا از گروه ستمكاران نجات بخش.»,21,20
و چون به سوى [شهر] مدين رو نهاد [با خود] گفت: «اميد است پروردگارم مرا به راه راست هدايت كند.»,22,20
و چون به آب مدين رسيد، گروهى از مردم را بر آن يافت كه [دامهاى خود را ] آب مى‌دادند، و پشت سرشان دو زن را يافت كه [گوسفندان خود را] دور مى‌كردند. [موسى‌] گفت: «منظورتان [از اين كار ]چيست؟» گفتند: « [ما به گوسفندان خود] آب نمى‌دهيم تا شبانان [همگى گوسفندانشان را] برگردانند، و پدر ما پيرى سالخورده است.»,23,20
پس براى آن دو، [گوسفندان را] آب داد، آنگاه به سوى سايه برگشت و گفت: «پروردگارا، من به هر خيرى كه سويم بفرستى سخت نيازمندم.»,24,20
پس يكى از آن دو زن -در حالى كه به آزرم گام بر مى‌داشت- نزد وى آمد [و] گفت: «پدرم تو را مى‌طلبد تا تو را به پاداش آب‌دادن [گوسفندان‌] براى ما، مزد دهد.» و چون [موسى‌] نزد او آمد و سرگذشت [خود] را بر او حكايت كرد، [وى‌] گفت: «مترس كه از گروه ستمگران نجات يافتى.»,25,20
يكى از آن دو [دختر] گفت: «اى پدر، او را استخدام كن، چرا كه بهترين كسى است كه استخدام مى‌كنى: هم نيرومند [و هم‌] در خور اعتماد است.»,26,20
[شعيب‌] گفت: «من مى‌خواهم يكى از اين دو دختر خود را [كه مشاهده مى‌كنى‌] به نكاح تو در آورم، به اين [شرط] كه هشت سال براى من كار كنى، و اگر ده سال را تمام گردانى اختيار با تو است، و نمى‌خواهم بر تو سخت گيرم، و مرا ان شاء الله از درستكاران خواهى يافت.»,27,20
چون زن عمران گفت: «پروردگارا، آنچه در شكم خود دارم نذر تو كردم تا آزاد شده [از مشاغل دنيا و پرستشگر تو] باشد؛ پس، از من بپذير كه تو خود شنواى دانايى.»,35,3
[موسى‌] گفت: «اين [قرار داد] ميان من و تو باشد كه هر يك از دو مدت را به انجام رسانيدم، بر من تعدى [روا] نباشد، و خدا بر آنچه مى‌گوييم وكيل است.»,28,20
و چون موسى آن مدت را به پايان رسانيد و همسرش را [همراه‌] برد، آتشى را از دور در كنار طور مشاهده كرد، به خانواده خود گفت: «[اينجا] بمانيد، كه من آتشى از دور ديدم، شايد خبرى از آن يا شعله‌اى آتش برايتان بياورم، باشد كه خود را گرم كنيد.»,29,20
پس چون به آن [آتش‌] رسيد، از جانب راست وادى، در آن جايگاه مبارك، از آن درخت ندا آمد كه: «اى موسى، منم، من، خداوند، پروردگار جهانيان.»,30,20
و [فرمود:] «عصاى خود را بيفكن.» پس چون ديد آن مِثْل مارى مى‌جنبد، پشت كرد و برنگشت. «اى موسى، پيش آى و مترس كه تو در امانى.»,31,20
«دست خود را به گريبانت ببر تا سپيد بى‌گزند بيرون بيايد، و [براى رهايى ] از اين هراس بازويت را به خويشتن بچسبان. اين دو [نشانه‌] دو برهان از جانب پروردگار تو است [كه بايد] به سوى فرعون و سران [كشور] او [ببرى‌]، زيرا آنان همواره قومى نافرمانند.»,32,20
گفت: «پروردگارا، من كسى از ايشان را كشته‌ام، مى‌ترسم مرا بكشند.,33,20
و برادرم هارون از من زبان‌آورتر است، پس او را با من به دستيارى گسيل دار تا مرا تصديق كند، زيرا مى‌ترسم مرا تكذيب كنند.»,34,20
فرمود: «به زودى بازويت را به [وسيله‌] برادرت نيرومند خواهيم كرد و براى شما هر دو، تسلطى قرار خواهيم داد كه با [وجود] آيات ما، به شما دست نخواهند يافت شما و هر كه شما را پيروى كند چيره خواهيد بود.»,35,20
پس چون موسى آيات روشن ما را براى آنان آورد، گفتند: «اين جز سحرى ساختگى نيست و از پدران پيشين خود چنين [چيزى‌] نشنيده‌ايم.»,36,20
و موسى گفت: «پروردگارم به [حال‌] كسى كه از جانب او رهنمودى آورده و [نيز] كسى كه فرجام [نيكوىِ‌] آن سرا براى اوست، داناتر است. در حقيقت، ظالمان رستگار نمى‌شوند.»,37,20
پس چون فرزندش را بزاد، گفت: «پروردگارا، من دختر زاده‌ام -و خدا به آنچه او زاييد داناتر بود- و پسر چون دختر نيست، و من نامش را مريم نهادم، و او و فرزندانش را از شيطان رانده‌شده، به تو پناه مى‌دهم.»,36,3
و فرعون گفت: «اى بزرگان قوم، من جز خويشتن براى شما خدايى نمى‌شناسم. پس اى هامان؛ برايم بر گل آتش بيفروز و برجى [بلند] براى من بساز، شايد به [حال‌] خداى موسى اطّلاع يابم، و من جداً او را از دروغگويان مى‌پندارم.»,38,20
و او و سپاهيانش در آن سرزمين به ناحق سركشى كردند و پنداشتند كه به سوى ما بازگردانيده نمى‌شوند.,39,20
تا او و سپاهيانش را فرو گرفتيم و آنان را در دريا افكنديم، بنگر كه فرجام كار ستمكاران چگونه بود.,40,20
و آنان را پيشوايانى كه به سوى آتش مى‌خوانند گردانيديم، و روز رستاخيز يارى نخواهند شد.,41,20
و در اين دنيا لعنتى بدرقه [نام‌] آنان كرديم و روز قيامت [نيز] ايشان از [جمله‌] زشت‌رويانند.,42,20
و به راستى، پس از آنكه نسلهاى نخستين را هلاك كرديم، به موسى كتاب داديم كه [دربردارنده‌] روشنگرى‌ها و رهنمود و رحمتى براى مردم بود، اميد كه آنان پند گيرند.,43,20
و چون امر [پيامبرى‌] را به موسى واگذاشتيم، تو در جانب غربى [طور] نبودى و از گواهان [نيز] نبودى.,44,20
ليكن ما نسلهايى پديد آورديم و عمرشان طولانى شد. و تو در ميان ساكنان [شهر] مَدْين مقيم نبودى تا آيات ما را بر ايشان بخوانى، ليكن ما بوديم كه فرستنده [پيامبران‌] بوديم.,45,20
و آندم كه [موسى را] ندا درداديم، تو در جانب طور نبودى، ولى [اين اطّلاع تو] رحمتى است از پروردگار تو، تا قومى را كه هيچ هشداردهنده‌اى پيش از تو برايشان نيامده است بيم دهى، باشد كه آنان پندپذيرند.,46,20
