SrNo,JuzNo,SurahNo,AyahNo,EnglishTranslation,OrignalArabicText,ArabicText,ArabicWordCount,ArabicLetterCount
2879,19,25,24,"The Companions of the Garden will be well, that Day, in their abode, and have the fairest of places for repose.",????????? ?????????? ?????????? ?????? ???????????? ?????????? ????????,????? ????? ?????? ??? ?????? ????? ??????,7,36
2880,19,25,25,"The Day the heaven shall be rent asunder with clouds, and angels shall be sent down, descending (in ranks),-",???????? ????????? ?????????? ???????????? ????????? ?????????????? ??????????,???? ???? ?????? ??????? ???? ???????? ???????,7,40
2881,19,25,26,"That Day, the dominion as of right and truth, shall be (wholly) for (Allah) Most Merciful: it will be a Day of dire difficulty for the misbelievers.",????????? ?????????? ???????? ????????????? ? ??????? ??????? ????? ????????????? ????????,????? ?????? ???? ?????? ? ???? ????? ??? ???????? ??????,10,48
2882,19,25,27,"The Day that the wrong-doer will bite at his hands, he will say, ""Oh! would that I had taken a (straight) path with the Messenger!",???????? ??????? ?????????? ?????? ???????? ??????? ??? ????????? ?????????? ???? ?????????? ????????,???? ??? ?????? ??? ???? ???? ?? ????? ????? ?? ?????? ??????,12,50
2883,19,25,28,"""Ah! woe is me! Would that I had never taken such a one for a friend!",??? ?????????? ????????? ???? ????????? ???????? ????????,?? ????? ????? ?? ???? ?????? ??????,7,30
2884,19,25,29,"""He did lead me astray from the Message (of Allah) after it had come to me! Ah! the Evil One is but a traitor to man!""",?????? ?????????? ???? ????????? ?????? ???? ???????? ? ??????? ???????????? ????????????? ????????,??? ????? ?? ????? ??? ?? ????? ? ???? ??????? ??????? ??????,12,50
2885,19,25,30,"Then the Messenger will say: ""O my Lord! Truly my people took this Qur'an for just foolish nonsense.""",??????? ?????????? ??? ????? ????? ??????? ?????????? ?????? ?????????? ??????????,???? ?????? ?? ?? ?? ???? ?????? ??? ?????? ???????,10,42
2886,19,25,31,Thus have We made for every prophet an enemy among the sinners: but enough is thy Lord to guide and to help.,??????????? ????????? ??????? ??????? ???????? ???? ?????????????? ? ???????? ????????? ???????? ??????????,????? ????? ??? ??? ???? ?? ???????? ? ???? ???? ?????? ???????,12,52
2887,19,25,32,"Those who reject Faith say: ""Why is not the Qur'an revealed to him all at once? Thus (is it revealed), that We may strengthen thy heart thereby, and We have rehearsed it to thee in slow, well-arranged stages, gradually.",??????? ????????? ???????? ??????? ??????? ???????? ?????????? ???????? ????????? ? ????????? ??????????? ???? ????????? ? ?????????????? ??????????,???? ????? ????? ???? ??? ???? ?????? ????? ?????? ? ???? ????? ?? ????? ? ??????? ???????,17,74
2888,19,25,33,And no question do they bring to thee but We reveal to thee the truth and the best explanation (thereof).,????? ??????????? ???????? ?????? ????????? ?????????? ?????????? ??????????,??? ?????? ????? ??? ????? ????? ????? ???????,8,39
2889,19,25,34,"Those who will be gathered to Hell (prone) on their faces,- they will be in an evil plight, and, as to Path, most astray.",????????? ??????????? ?????? ??????????? ?????? ????????? ?????????? ????? ???????? ????????? ????????,????? ?????? ??? ?????? ??? ???? ????? ?? ?????? ???? ??????,11,50
2890,19,25,35,"(Before this,) We sent Moses The Book, and appointed his brother Aaron with him as minister;",???????? ???????? ?????? ?????????? ??????????? ?????? ??????? ???????? ????????,???? ????? ???? ?????? ?????? ??? ???? ????? ??????,9,43
2891,19,25,36,"And We command: ""Go ye both, to the people who have rejected our Signs:"" And those (people) We destroyed with utter destruction.",????????? ???????? ????? ????????? ????????? ????????? ??????????? ???????????????? ??????????,????? ????? ??? ????? ????? ????? ??????? ???????? ???????,9,50
2892,19,25,37,"And the people of Noah,- when they rejected the messengers, We drowned them, and We made them as a Sign for mankind; and We have prepared for (all) wrong-doers a grievous Penalty;-",???????? ????? ?????? ????????? ????????? ??????????????? ??????????????? ????????? ????? ? ????????????? ?????????????? ???????? ????????,???? ???? ??? ????? ????? ???????? ???????? ????? ???? ? ??????? ???????? ?????? ??????,14,74
2893,19,25,38,"As also 'Ad and Thamud, and the Companions of the Rass, and many a generation between them.",???????? ????????? ??????????? ???????? ?????????? ?????? ??????? ????????,?????? ????? ?????? ???? ??????? ??? ??? ??????,8,40
2894,19,25,39,To each one We set forth Parables and examples; and each one We broke to utter annihilation (for their sins).,???????? ????????? ???? ???????????? ? ???????? ?????????? ??????????,???? ????? ?? ??????? ? ???? ????? ???????,8,35
2895,19,25,40,And the (Unbelievers) must indeed have passed by the town on which was rained a shower of evil: did they not then see it (with their own eyes)? But they fear not the Resurrection.,???????? ??????? ????? ??????????? ??????? ?????????? ?????? ????????? ? ???????? ????????? ??????????? ? ???? ??????? ??? ????????? ????????,???? ???? ??? ?????? ???? ????? ??? ????? ? ???? ?????? ?????? ? ?? ????? ?? ????? ??????,18,72
2896,19,25,41,"When they see thee, they treat thee no otherwise than in mockery: ""Is this the one whom Allah has sent as a messenger?""",??????? ???????? ???? ?????????????? ?????? ??????? ???????? ??????? ?????? ??????? ????????,???? ???? ?? ??????? ??? ????? ???? ???? ??? ???? ??????,11,46
2897,19,25,42,"""He indeed would well-nigh have misled us from our gods, had it not been that we were constant to them!"" - Soon will they know, when they see the Penalty, who it is that is most misled in Path!",???? ????? ???????????? ???? ?????????? ??????? ???? ????????? ????????? ? ???????? ??????????? ????? ???????? ?????????? ???? ??????? ????????,?? ??? ?????? ?? ?????? ???? ?? ????? ????? ? ???? ?????? ??? ???? ?????? ?? ??? ??????,18,70
2898,19,25,43,Seest thou such a one as taketh for his god his own passion (or impulse)? Couldst thou be a disposer of affairs for him?,?????????? ???? ???????? ????????? ??????? ?????????? ??????? ???????? ????????,????? ?? ???? ???? ???? ????? ???? ???? ??????,9,38
2899,19,25,44,"Or thinkest thou that most of them listen or understand? They are only like cattle;- nay, they are worse astray in Path.",???? ???????? ????? ???????????? ??????????? ???? ??????????? ? ???? ???? ?????? ?????????????? ? ???? ???? ??????? ????????,?? ???? ?? ?????? ?????? ?? ?????? ? ?? ?? ??? ???????? ? ?? ?? ??? ??????,17,58
2900,19,25,45,"Hast thou not turned thy vision to thy Lord?- How He doth prolong the shadow! If He willed, He could make it stationary! then do We make the sun its guide;",?????? ???? ?????? ??????? ?????? ????? ???????? ?????? ????? ?????????? ???????? ????? ????????? ????????? ???????? ????????,??? ?? ??? ??? ??? ?? ???? ??? ??? ????? ?????? ?? ????? ????? ???? ??????,16,59
2901,19,25,46,"Then We draw it in towards Ourselves,- a contraction by easy stages.",????? ??????????? ????????? ??????? ????????,?? ?????? ????? ????? ??????,5,24
2902,19,25,47,"And He it is Who makes the Night as a Robe for you, and Sleep as Repose, and makes the Day (as it were) a Resurrection.",?????? ??????? ?????? ?????? ????????? ???????? ??????????? ???????? ???????? ?????????? ????????,??? ???? ??? ??? ????? ?????? ?????? ?????? ???? ?????? ??????,11,52
2903,19,25,48,"And He it is Who sends the winds as heralds of glad tidings, going before His mercy, and We send down pure water from the sky,-",?????? ??????? ???????? ?????????? ??????? ?????? ?????? ?????????? ? ????????????? ???? ?????????? ????? ????????,??? ???? ???? ?????? ????? ??? ??? ????? ? ??????? ?? ?????? ???? ??????,14,59
2904,19,25,49,"That with it We may give life to a dead land, and slake the thirst of things We have created,- cattle and men in great numbers.",?????????? ???? ???????? ??????? ???????????? ?????? ????????? ?????????? ???????????? ????????,????? ?? ????? ????? ?????? ??? ????? ??????? ?????? ??????,10,50
2905,19,25,50,"And We have distributed the (water) amongst them, in order that they may celebrate (our) praises, but most men are averse (to aught) but (rank) ingratitude.",???????? ???????????? ?????????? ?????????????? ???????? ???????? ???????? ?????? ????????,???? ?????? ????? ??????? ???? ???? ????? ??? ??????,9,44
2906,19,25,51,"Had it been Our Will, We could have sent a warner to every centre of population.",?????? ??????? ??????????? ??? ????? ???????? ????????,??? ???? ?????? ?? ?? ????? ??????,7,28
2907,19,25,52,"Therefore listen not to the Unbelievers, but strive against them with the utmost strenuousness, with the (Qur'an).",????? ?????? ????????????? ????????????? ???? ???????? ????????,??? ??? ???????? ??????? ?? ?????? ??????,7,35
2908,19,25,53,"It is He Who has let free the two bodies of flowing water: One palatable and sweet, and the other salt and bitter; yet has He made a barrier between them, a partition that is forbidden to be passed.",?????? ??????? ?????? ????????????? ?????? ?????? ??????? ???????? ?????? ??????? ???????? ??????????? ????????? ????????? ??????????,??? ???? ??? ??????? ??? ??? ???? ???? ??? ???? ???? ?????? ?????? ?????? ???????,15,67
2909,19,25,54,It is He Who has created man from water: then has He established relationships of lineage and marriage: for thy Lord has power (over all things).,?????? ??????? ?????? ???? ???????? ??????? ?????????? ??????? ????????? ? ??????? ??????? ????????,??? ???? ??? ?? ????? ????? ????? ????? ?????? ? ???? ??? ??????,13,52
2910,19,25,55,"Yet do they worship, besides Allah, things that can neither profit them nor harm them: and the Misbeliever is a helper (of Evil), against his own Lord!",????????????? ???? ????? ??????? ??? ??? ???????????? ????? ??????????? ? ??????? ?????????? ?????? ??????? ????????,??????? ?? ??? ???? ?? ?? ?????? ??? ????? ? ???? ?????? ??? ??? ??????,15,57
2911,19,25,56,But thee We only sent to give glad tidings and admonition.,????? ????????????? ?????? ?????????? ??????????,??? ??????? ??? ?????? ???????,5,26
2912,19,25,57,"Say: ""No reward do I ask of you for it but this: that each one who will may take a (straight) Path to his Lord.""",???? ??? ???????????? ???????? ???? ?????? ?????? ???? ????? ???? ????????? ?????? ??????? ????????,?? ?? ?????? ???? ?? ???? ??? ?? ??? ?? ???? ??? ??? ??????,14,46
2913,19,25,58,And put thy trust in Him Who lives and dies not; and celebrate his praise; and enough is He to be acquainted with the faults of His servants;-,??????????? ????? ???????? ??????? ??? ??????? ????????? ?????????? ? ???????? ???? ????????? ????????? ????????,????? ??? ???? ???? ?? ???? ???? ????? ? ???? ?? ????? ????? ??????,14,54
2914,19,25,59,"He Who created the heavens and the earth and all that is between, in six days, and is firmly established on the Throne (of Authority): Allah Most Gracious: ask thou, then, about Him of any acquainted (with such things).",??????? ?????? ????????????? ??????????? ????? ??????????? ??? ??????? ???????? ????? ????????? ????? ????????? ? ???????????? ????????? ???? ????????,???? ??? ???????? ?????? ??? ?????? ?? ??? ????? ?? ????? ??? ????? ? ?????? ????? ?? ??????,18,75
2915,19,25,60,"When it is said to them, ""Prostrate to (Allah) Most Gracious!"", they say, ""And what is (Allah) Most Gracious? Shall we prostrate to that which thou commandest us?"" And it increases their flight (from the Truth).",??????? ????? ?????? ????????? ????????????? ??????? ????? ???????????? ?????????? ????? ??????????? ??????????? ???????? ?,???? ??? ??? ?????? ?????? ????? ??? ?????? ????? ??? ?????? ?????? ?????? ?,14,63
2916,19,25,61,"Blessed is He Who made constellations in the skies, and placed therein a Lamp and a Moon giving light;",????????? ??????? ?????? ??? ?????????? ???????? ???????? ?????? ???????? ????????? ????????,????? ???? ??? ?? ?????? ?????? ???? ???? ?????? ?????? ??????,11,52
2917,19,25,62,And it is He Who made the Night and the Day to follow each other: for such as have the will to celebrate His praises or to show their gratitude.,?????? ??????? ?????? ????????? ???????????? ???????? ?????? ??????? ???? ?????????? ???? ??????? ????????,??? ???? ??? ????? ??????? ????? ??? ???? ?? ???? ?? ???? ??????,13,52
2918,19,25,63,"And the servants of (Allah) Most Gracious are those who walk on the earth in humility, and when the ignorant address them, they say, ""Peace!"";",????????? ???????????? ????????? ????????? ????? ????????? ??????? ??????? ??????????? ????????????? ??????? ????????,????? ?????? ????? ????? ??? ????? ????? ???? ?????? ???????? ????? ??????,12,63
2919,19,25,64,Those who spend the night in adoration of their Lord prostrate and standing;,??????????? ?????????? ??????????? ???????? ??????????,?????? ?????? ????? ????? ???????,5,29
2920,19,25,65,"Those who say, ""Our Lord! avert from us the Wrath of Hell, for its Wrath is indeed an affliction grievous,-",??????????? ?????????? ???????? ??????? ?????? ??????? ????????? ? ????? ?????????? ????? ????????,?????? ?????? ???? ???? ??? ???? ???? ? ?? ?????? ??? ??????,12,49
2921,19,25,66,"""Evil indeed is it as an abode, and as a place to rest in"";",???????? ??????? ???????????? ??????????,???? ???? ?????? ???????,4,21
2922,19,25,67,"Those who, when they spend, are not extravagant and not niggardly, but hold a just (balance) between those (extremes);",??????????? ????? ?????????? ???? ?????????? ?????? ?????????? ??????? ?????? ??????? ????????,?????? ??? ?????? ?? ?????? ??? ?????? ???? ??? ??? ??????,11,48
2923,19,25,68,"Those who invoke not, with Allah, any other god, nor slay such life as Allah has made sacred except for just cause, nor commit fornication; - and any that does this (not only) meets punishment.",??????????? ??? ????????? ???? ??????? ???????? ????? ????? ??????????? ????????? ??????? ??????? ??????? ?????? ?????????? ????? ????????? ? ?????? ???????? ??????? ?????? ????????,?????? ?? ????? ?? ???? ????? ??? ??? ?????? ????? ???? ??? ???? ??? ????? ??? ????? ? ??? ???? ??? ??? ??????,23,88
